Typecode ROC HalfROC Seq ROCpin TrLink TrCell iring iphi t trace 
TM-B11B12		0		1		18		54		-1		-1		-1		-1		-1		0
TM-B11B12		0		1		19		55		4		0		11		6		1		0
TM-B11B12		0		1		20		56		4		0		10		6		1		0
TM-B11B12		0		1		21		57		4		0		11		7		1		0
TM-B11B12		0		1		22		58		4		0		10		7		1		0
TM-B11B12		0		1		23		59		4		0		11		4		1		0
TM-B11B12		0		1		24		60		4		0		10		4		1		0
TM-B11B12		0		1		25		61		4		0		11		5		1		0
TM-B11B12		0		1		26		62		4		0		10		5		1		0
TM-B11B12		0		1		27		63		-1		-1		-1		-1		-1		0
TM-B11B12		0		1		28		64		4		0		11		2		1		0
TM-B11B12		0		1		29		65		4		0		10		2		1		0
TM-B11B12		0		1		30		66		4		0		11		3		1		0
TM-B11B12		0		1		31		67		4		0		10		3		1		0
TM-B11B12		0		1		32		68		4		0		11		0		1		0
TM-B11B12		0		1		33		69		4		0		10		0		1		0
TM-B11B12		0		1		34		70		4		0		11		1		1		0
TM-B11B12		0		1		35		71		4		0		10		1		1		0
TM-B11B12		1		0		0		72		5		0		9		4		1		0
TM-B11B12		1		0		1		73		5		0		8		4		1		0
TM-B11B12		1		0		2		74		5		0		9		5		1		0
TM-B11B12		1		0		3		75		5		0		8		5		1		0
TM-B11B12		1		0		4		76		5		0		9		6		1		0
TM-B11B12		1		0		5		77		5		0		8		6		1		0
TM-B11B12		1		0		6		78		5		0		9		7		1		0
TM-B11B12		1		0		7		79		5		0		8		7		1		0
TM-B11B12		1		0		8		80		-1		-1		-1		-1		-1		0
TM-B11B12		1		0		9		81		5		0		9		2		1		0
TM-B11B12		1		0		10		82		5		0		8		2		1		0
TM-B11B12		1		0		11		83		5		0		9		3		1		0
TM-B11B12		1		0		12		84		5		0		8		3		1		0
TM-B11B12		1		0		13		85		5		0		9		0		1		0
TM-B11B12		1		0		14		86		5		0		8		0		1		0
TM-B11B12		1		0		15		87		5		0		9		1		1		0
TM-B11B12		1		0		16		88		5		0		8		1		1		0
TM-B11B12		1		0		17		89		-1		-1		-1		-1		-1		0
TM-B11B12		1		0		18		90		-1		-1		-1		-1		-1		0
TM-B11B12		1		0		19		91		6		0		7		0		1		0
TM-B11B12		1		0		20		92		6		0		6		0		1		0
TM-B11B12		1		0		21		93		6		0		7		1		1		0
TM-B11B12		1		0		22		94		6		0		6		1		1		0
TM-B11B12		1		0		23		95		6		0		7		6		1		0
TM-B11B12		1		0		24		96		6		0		6		6		1		0
TM-B11B12		1		0		25		97		6		0		7		7		1		0
TM-B11B12		1		0		26		98		6		0		6		7		1		0
TM-B11B12		1		0		27		99		-1		-1		-1		-1		-1		0
TM-B11B12		1		0		28		100		6		0		7		4		1		0
TM-B11B12		1		0		29		101		6		0		6		4		1		0
TM-B11B12		1		0		30		102		6		0		7		5		1		0
TM-B11B12		1		0		31		103		6		0		6		5		1		0
TM-B11B12		1		0		32		104		6		0		7		2		1		0
TM-B11B12		1		0		33		105		6		0		6		2		1		0
TM-B11B12		1		0		34		106		6		0		7		3		1		0
TM-B11B12		1		0		35		107		6		0		6		3		1		0
TM-B12		0		0		0		0		1		0		17		4		1		0
TM-B12		0		0		1		1		1		0		16		4		1		0
TM-B12		0		0		2		2		1		0		17		5		1		0
TM-B12		0		0		3		3		1		0		16		5		1		0
TM-B12		0		0		4		4		1		0		17		6		1		0
TM-B12		0		0		5		5		1		0		16		6		1		0
TM-B12		0		0		6		6		1		0		17		7		1		0
TM-B12		0		0		7		7		1		0		16		7		1		0
TM-B12		0		0		8		8		-1		-1		-1		-1		-1		0
TM-B12		0		0		9		9		1		0		17		2		1		0
TM-B12		0		0		10		10		1		0		16		2		1		0
TM-B12		0		0		11		11		1		0		17		3		1		0
TM-B12		0		0		12		12		1		0		16		3		1		0
TM-B12		0		0		13		13		1		0		17		0		1		0
TM-B12		0		0		14		14		1		0		16		0		1		0
TM-B12		0		0		15		15		1		0		17		1		1		0
TM-B12		0		0		16		16		1		0		16		1		1		0
TM-B12		0		0		17		17		-1		-1		-1		-1		-1		0
TM-B12		0		0		18		18		-1		-1		-1		-1		-1		0
TM-B12		0		0		19		19		2		0		15		0		1		0
TM-B12		0		0		20		20		2		0		14		0		1		0
TM-B12		0		0		21		21		2		0		15		1		1		0
TM-B12		0		0		22		22		2		0		14		1		1		0
TM-B12		0		0		23		23		2		0		15		6		1		0
TM-B12		0		0		24		24		2		0		14		6		1		0
TM-B12		0		0		25		25		2		0		15		7		1		0
TM-B12		0		0		26		26		2		0		14		7		1		0
TM-B12		0		0		27		27		-1		-1		-1		-1		-1		0
TM-B12		0		0		28		28		2		0		15		4		1		0
TM-B12		0		0		29		29		2		0		14		4		1		0
TM-B12		0		0		30		30		2		0		15		5		1		0
TM-B12		0		0		31		31		2		0		14		5		1		0
TM-B12		0		0		32		32		2		0		15		2		1		0
TM-B12		0		0		33		33		2		0		14		2		1		0
TM-B12		0		0		34		34		2		0		15		3		1		0
TM-B12		0		0		35		35		2		0		14		3		1		0
TM-B12		0		1		0		36		3		0		13		2		1		0
TM-B12		0		1		1		37		3		0		12		2		1		0
TM-B12		0		1		2		38		3		0		13		3		1		0
TM-B12		0		1		3		39		3		0		12		3		1		0
TM-B12		0		1		4		40		3		0		13		0		1		0
TM-B12		0		1		5		41		3		0		12		0		1		0
TM-B12		0		1		6		42		3		0		13		1		1		0
TM-B12		0		1		7		43		3		0		12		1		1		0
TM-B12		0		1		8		44		-1		-1		-1		-1		-1		0
TM-B12		0		1		9		45		3		0		13		6		1		0
TM-B12		0		1		10		46		3		0		12		6		1		0
TM-B12		0		1		11		47		3		0		13		7		1		0
TM-B12		0		1		12		48		3		0		12		7		1		0
TM-B12		0		1		13		49		3		0		13		4		1		0
TM-B12		0		1		14		50		3		0		12		4		1		0
TM-B12		0		1		15		51		3		0		13		5		1		0
TM-B12		0		1		16		52		3		0		12		5		1		0
TM-B12		0		1		17		53		-1		-1		-1		-1		-1		0
TM-B12		0		1		18		54		-1		-1		-1		-1		-1		0
TM-B12		0		1		19		55		4		0		11		6		1		0
TM-B12		0		1		20		56		4		0		10		6		1		0
TM-B12		0		1		21		57		4		0		11		7		1		0
TM-B12		0		1		22		58		4		0		10		7		1		0
TM-B12		0		1		23		59		4		0		11		4		1		0
TM-B12		0		1		24		60		4		0		10		4		1		0
TM-B12		0		1		25		61		4		0		11		5		1		0
TM-B12		0		1		26		62		4		0		10		5		1		0
TM-B12		0		1		27		63		-1		-1		-1		-1		-1		0
TM-B12		0		1		28		64		4		0		11		2		1		0
TM-B12		0		1		29		65		4		0		10		2		1		0
TM-B12		0		1		30		66		4		0		11		3		1		0
TM-B12		0		1		31		67		4		0		10		3		1		0
TM-B12		0		1		32		68		4		0		11		0		1		0
TM-B12		0		1		33		69		4		0		10		0		1		0
TM-B12		0		1		34		70		4		0		11		1		1		0
TM-B12		0		1		35		71		4		0		10		1		1		0
TM-B12		1		0		0		72		5		0		9		4		1		0
TM-B12		1		0		1		73		5		0		8		4		1		0
TM-B12		1		0		2		74		5		0		9		5		1		0
TM-B12		1		0		3		75		5		0		8		5		1		0
TM-B12		1		0		4		76		5		0		9		6		1		0
TM-B12		1		0		5		77		5		0		8		6		1		0
TM-B12		1		0		6		78		5		0		9		7		1		0
TM-B12		1		0		7		79		5		0		8		7		1		0
TM-B12		1		0		8		80		-1		-1		-1		-1		-1		0
TM-B12		1		0		9		81		5		0		9		2		1		0
TM-B12		1		0		10		82		5		0		8		2		1		0
TM-B12		1		0		11		83		5		0		9		3		1		0
TM-B12		1		0		12		84		5		0		8		3		1		0
TM-B12		1		0		13		85		5		0		9		0		1		0
TM-B12		1		0		14		86		5		0		8		0		1		0
TM-B12		1		0		15		87		5		0		9		1		1		0
TM-B12		1		0		16		88		5		0		8		1		1		0
TM-B12		1		0		17		89		-1		-1		-1		-1		-1		0
TM-B12		1		0		18		90		-1		-1		-1		-1		-1		0
TM-B12		1		0		19		91		6		0		7		0		1		0
TM-B12		1		0		20		92		6		0		6		0		1		0
TM-B12		1		0		21		93		6		0		7		1		1		0
TM-B12		1		0		22		94		6		0		6		1		1		0
TM-B12		1		0		23		95		6		0		7		6		1		0
TM-B12		1		0		24		96		6		0		6		6		1		0
TM-B12		1		0		25		97		6		0		7		7		1		0
TM-B12		1		0		26		98		6		0		6		7		1		0
TM-B12		1		0		27		99		-1		-1		-1		-1		-1		0
TM-B12		1		0		28		100		6		0		7		4		1		0
TM-B12		1		0		29		101		6		0		6		4		1		0
TM-B12		1		0		30		102		6		0		7		5		1		0
TM-B12		1		0		31		103		6		0		6		5		1		0
TM-B12		1		0		32		104		6		0		7		2		1		0
TM-B12		1		0		33		105		6		0		6		2		1		0
TM-B12		1		0		34		106		6		0		7		3		1		0
TM-B12		1		0		35		107		6		0		6		3		1		0
